OrderID,OrderDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Discount
5353,2023-08-16,1083,2025,North,2,786.12,0.0
5639,2023-08-16,1070,2045,West,2,5.18,0.0
5884,2023-08-16,1075,2021,East,4,474.96,0.0
6221,2023-08-16,1065,2001,South,4,1423.79,0.0
6277,2023-08-16,1031,2008,North,6,46.17,0.1
6555,2023-08-16,1058,2012,South,7,1147.69,0.1
7041,2023-08-16,1046,2022,West,3,1074.62,0.05
7109,2023-08-16,1091,2024,West,1,294.75,0.0
5737,2023-08-17,1040,2019,South,6,235.24,0.0
6695,2023-08-17,1056,2016,North,6,243.33,0.0
6948,2023-08-17,1024,2038,East,8,22.04,0.05
6962,2023-08-17,1005,2004,East,3,925.41,0.0
6995,2023-08-17,1079,2020,West,5,361.29,0.05
7311,2023-08-17,1020,2021,North,7,753.33,0.15
7450,2023-08-17,1077,2036,North,1,7.46,0.15
5455,2023-08-18,1038,2030,West,4,469.23,0.1
5846,2023-08-18,1045,2009,West,2,135.03,0.05
6539,2023-08-18,1090,2009,South,1,49.21,0.05
5204,2023-08-19,1035,2033,South,2,23.02,0.0
5995,2023-08-19,1015,2012,North,3,637.19,0.0
6576,2023-08-19,1011,2033,South,9,30.17,0.0
6588,2023-08-19,1041,2028,East,2,449.04,0.05
6798,2023-08-19,1076,2003,South,7,814.04,0.0
6893,2023-08-19,1074,2005,South,6,1012.66,0.0
6926,2023-08-19,1054,2044,East,6,7.41,0.1
5154,2023-08-20,1060,2013,North,1,1016.7,0.0
5292,2023-08-20,1090,2002,South,6,1425.34,0.0
5825,2023-08-20,1080,2023,North,1,794.2,0.0
6698,2023-08-20,1033,2032,North,9,8.23,0.0
5808,2023-08-21,1099,2007,East,2,142.88,0.0
6286,2023-08-21,1084,2040,South,1,4.84,0.05
6485,2023-08-21,1079,2037,East,5,17.53,0.1
6704,2023-08-21,1032,2002,South,6,1090.31,0.05
6894,2023-08-21,1016,2035,West,7,24.06,0.0
7255,2023-08-21,1010,2005,West,1,1299.11,0.05
7258,2023-08-21,1072,2017,South,7,460.23,0.1
5415,2023-08-22,1038,2005,North,3,1506.4,0.0
5761,2023-08-22,1037,2045,North,2,11.39,0.0
6495,2023-08-22,1004,2020,West,6,155.91,0.0
6635,2023-08-22,1048,2039,North,1,20.42,0.0
6909,2023-08-22,1088,2028,East,7,477.78,0.0
5010,2023-08-23,1083,2036,East,6,7.64,0.0
5952,2023-08-23,1088,2039,East,5,6.49,0.05
6496,2023-08-23,1042,2033,West,4,17.33,0.0
6785,2023-08-23,1008,2029,North,1,124.47,0.0
7435,2023-08-23,1017,2022,West,6,363.18,0.1
5218,2023-08-24,1023,2040,South,8,10.15,0.05
5750,2023-08-24,1054,2040,West,9,21.61,0.1
6510,2023-08-24,1007,2005,East,4,1785.29,0.0
5110,2023-08-25,1030,2004,East,4,1543.65,0.05
5607,2023-08-25,1037,2021,South,8,389.85,0.0
5959,2023-08-25,1087,2017,East,8,292.55,0.0
6174,2023-08-25,1001,2005,West,1,825.52,0.05
6403,2023-08-25,1032,2045,West,6,10.34,0.1
6831,2023-08-25,1011,2030,West,2,315.44,0.0
7248,2023-08-25,1070,2033,South,7,7.05,0.15
7391,2023-08-25,1079,2002,South,1,963.87,0.0
5054,2023-08-26,1067,2006,West,4,120.09,0.0
5547,2023-08-26,1048,2004,West,7,1060.63,0.0
5788,2023-08-26,1040,2017,West,4,127.69,0.0
6397,2023-08-26,1043,2024,North,3,356.97,0.0
6421,2023-08-26,1062,2033,West,4,7.13,0.0
6590,2023-08-26,1052,2018,West,8,252.09,0.0
6884,2023-08-26,1011,2037,East,7,7.46,0.0
6938,2023-08-26,1071,2045,North,5,5.18,0.0
6992,2023-08-26,1026,2040,East,8,14.64,0.05
7213,2023-08-26,1072,2028,South,1,339.97,0.0
7492,2023-08-26,1010,2007,North,3,142.4,0.0
5339,2023-08-27,1009,2027,West,9,211.59,0.15
5380,2023-08-27,1057,2023,North,6,1085.49,0.0
5717,2023-08-27,1047,2016,North,6,296.19,0.1
6170,2023-08-27,1028,2023,East,6,322.3,0.05
6839,2023-08-27,1068,2017,East,2,418.5,0.0
6953,2023-08-27,1088,2001,West,9,1118.37,0.0
7454,2023-08-27,1082,2021,East,5,921.76,0.0
5023,2023-08-28,1053,2029,South,2,195.2,0.05
6164,2023-08-28,1038,2034,East,2,11.97,0.0
6184,2023-08-28,1028,2031,North,8,7.63,0.0
6441,2023-08-28,1042,2043,North,8,13.77,0.1
7164,2023-08-28,1048,2045,East,1,8.49,0.0
7295,2023-08-28,1017,2035,North,5,23.29,0.0
5086,2023-08-29,1077,2017,South,3,311.84,0.0
5256,2023-08-29,1013,2023,East,6,508.42,0.05
5485,2023-08-29,1050,2002,West,4,851.37,0.05
5663,2023-08-29,1002,2025,East,1,512.5,0.15
5984,2023-08-29,1018,2014,North,9,554.9,0.05
6426,2023-08-29,1066,2024,South,3,311.47,0.0
7399,2023-08-29,1017,2017,North,6,256.68,0.0
5240,2023-08-30,1009,2018,West,9,374.16,0.15
5493,2023-08-30,1078,2040,North,5,17.03,0.15
5671,2023-08-31,1050,2003,East,9,1371.52,0.0
5999,2023-08-31,1063,2011,West,9,638.1,0.15
6125,2023-08-31,1034,2003,West,2,1224.04,0.0
6133,2023-08-31,1056,2016,West,7,494.88,0.0
6238,2023-08-31,1074,2017,West,9,366.59,0.05
6385,2023-08-31,1074,2040,North,4,21.79,0.1
6805,2023-08-31,1021,2028,North,7,517.37,0.0
7487,2023-08-31,1019,2033,East,9,32.59,0.15
5553,2023-09-01,1089,2010,North,4,31.15,0.0
5921,2023-09-01,1086,2017,South,4,349.03,0.1
6002,2023-09-01,1085,2005,East,4,1135.36,0.0
6422,2023-09-01,1011,2006,North,2,58.05,0.0
6581,2023-09-01,1025,2022,East,2,250.0,0.0
7377,2023-09-01,1037,2023,North,4,1161.8,0.1
5060,2023-09-02,1049,2040,West,1,23.81,0.1
5225,2023-09-02,1061,2020,West,3,490.72,0.0
5234,2023-09-02,1018,2023,North,5,890.29,0.0
5541,2023-09-02,1063,2027,East,8,271.94,0.05
5832,2023-09-02,1011,2045,South,9,10.18,0.0
5988,2023-09-02,1032,2023,East,7,896.46,0.15
6043,2023-09-02,1052,2007,West,9,61.6,0.05
6100,2023-09-02,1093,2042,South,3,12.11,0.0
6318,2023-09-02,1048,2044,North,1,4.91,0.0
6413,2023-09-02,1052,2013,West,9,627.75,0.1
6567,2023-09-02,1049,2019,South,1,120.77,0.0
6904,2023-09-02,1050,2023,South,4,1123.65,0.1
7037,2023-09-02,1055,2002,West,3,982.59,0.15
7141,2023-09-02,1093,2008,North,2,131.94,0.15
5713,2023-09-03,1003,2022,West,5,332.71,0.0
6060,2023-09-03,1026,2004,North,6,1305.27,0.15
6625,2023-09-03,1063,2028,North,7,328.94,0.05
7226,2023-09-03,1015,2001,East,8,1997.25,0.0
5917,2023-09-04,1054,2037,South,3,22.9,0.05
6136,2023-09-04,1054,2004,South,5,1210.42,0.0
6481,2023-09-04,1019,2008,South,2,43.18,0.0
6918,2023-09-04,1015,2005,North,9,943.97,0.1
5072,2023-09-05,1100,2005,West,5,1958.57,0.05
5262,2023-09-05,1079,2002,East,6,1406.88,0.0
5502,2023-09-05,1072,2038,South,7,16.46,0.1
6182,2023-09-05,1042,2025,West,8,727.59,0.05
6278,2023-09-05,1084,2043,West,9,3.04,0.05
6505,2023-09-05,1079,2002,North,5,974.45,0.0
6720,2023-09-05,1094,2017,North,2,80.24,0.0
5703,2023-09-06,1004,2041,North,1,3.36,0.15
5766,2023-09-06,1052,2010,East,7,95.14,0.0
6298,2023-09-06,1020,2020,South,4,238.01,0.05
6604,2023-09-06,1041,2016,West,8,217.43,0.05
6655,2023-09-06,1062,2014,North,3,398.71,0.15
7029,2023-09-06,1049,2017,East,5,122.0,0.0
7364,2023-09-06,1061,2020,West,3,97.89,0.1
5484,2023-09-07,1098,2022,North,8,935.92,0.15
5581,2023-09-07,1026,2020,South,3,262.49,0.1
6561,2023-09-07,1017,2022,West,6,350.68,0.0
7081,2023-09-07,1059,2044,West,9,6.7,0.0
7120,2023-09-07,1053,2038,North,6,6.22,0.0
6916,2023-09-08,1083,2010,North,7,29.34,0.0
6056,2023-09-09,1056,2003,North,3,1868.24,0.0
6881,2023-09-09,1012,2044,East,3,10.73,0.0
6950,2023-09-09,1028,2010,East,9,78.25,0.15
6982,2023-09-09,1036,2001,East,5,1775.6,0.0
7207,2023-09-09,1055,2024,North,9,605.98,0.0
7344,2023-09-09,1100,2023,South,9,638.04,0.15
7409,2023-09-09,1026,2017,West,1,142.17,0.0
5440,2023-09-10,1022,2003,North,6,1457.23,0.1
5957,2023-09-10,1028,2013,East,2,899.99,0.1
6224,2023-09-10,1076,2015,East,8,480.32,0.0
6287,2023-09-10,1039,2025,North,5,922.53,0.15
6424,2023-09-10,1035,2035,South,1,31.44,0.0
7107,2023-09-10,1006,2010,South,6,19.59,0.15
5313,2023-09-11,1028,2038,West,9,21.7,0.0
5325,2023-09-11,1031,2012,West,5,973.06,0.05
5760,2023-09-11,1018,2001,North,6,1713.69,0.0
6158,2023-09-11,1010,2006,North,5,29.46,0.0
6490,2023-09-11,1075,2018,South,2,114.9,0.1
6637,2023-09-11,1087,2004,North,6,1246.53,0.1
7385,2023-09-11,1011,2028,North,7,532.78,0.0
5206,2023-09-12,1040,2042,South,8,11.92,0.15
5631,2023-09-12,1012,2023,South,6,905.27,0.1
5701,2023-09-12,1061,2022,North,4,476.43,0.0
5937,2023-09-12,1048,2005,South,7,1545.35,0.0
6593,2023-09-12,1003,2016,South,8,86.88,0.0
6991,2023-09-12,1077,2035,South,1,26.31,0.1
7359,2023-09-12,1068,2014,West,6,362.71,0.15
5526,2023-09-13,1054,2039,North,3,7.31,0.0
5765,2023-09-13,1093,2017,West,7,329.88,0.0
7177,2023-09-13,1087,2035,East,5,32.91,0.0
7489,2023-09-13,1060,2008,East,1,70.55,0.1
5271,2023-09-14,1011,2030,East,3,265.86,0.1
5608,2023-09-14,1012,2001,East,3,1627.94,0.0
6616,2023-09-14,1018,2031,West,4,6.48,0.15
6745,2023-09-14,1099,2028,North,6,455.68,0.0
6820,2023-09-14,1037,2023,West,2,691.14,0.0
6863,2023-09-14,1099,2040,South,6,8.46,0.05
7122,2023-09-14,1062,2004,West,1,1373.0,0.1
7418,2023-09-14,1043,2036,East,9,10.0,0.05
5383,2023-09-15,1005,2037,West,2,13.48,0.0
5815,2023-09-15,1022,2037,North,9,24.3,0.0
6142,2023-09-15,1040,2005,North,6,1946.13,0.1
6208,2023-09-15,1037,2004,North,1,1222.71,0.0
7261,2023-09-15,1040,2018,West,8,203.66,0.1
5395,2023-09-16,1060,2034,South,6,6.77,0.1
5579,2023-09-16,1074,2016,West,7,362.93,0.15
5711,2023-09-16,1099,2041,South,1,7.43,0.0
5758,2023-09-16,1028,2003,East,9,1006.13,0.0
6005,2023-09-16,1074,2044,West,4,5.82,0.1
6280,2023-09-16,1054,2018,North,6,414.26,0.0
7472,2023-09-16,1063,2008,West,7,138.13,0.0
5163,2023-09-17,1013,2039,South,3,7.22,0.0
6148,2023-09-17,1029,2009,South,7,70.75,0.0
6230,2023-09-17,1091,2009,North,8,65.83,0.05
6269,2023-09-17,1010,2033,South,1,23.92,0.05
5821,2023-09-18,1022,2022,South,2,323.65,0.0
6026,2023-09-18,1086,2008,East,2,16.57,0.0
6533,2023-09-18,1056,2009,West,9,40.41,0.0
7140,2023-09-18,1023,2020,East,3,491.22,0.05
5045,2023-09-19,1078,2031,South,6,25.88,0.1
5050,2023-09-19,1028,2005,South,6,1527.99,0.0
5150,2023-09-19,1010,2024,West,6,1070.52,0.0
5289,2023-09-19,1029,2023,North,7,1165.72,0.0
6068,2023-09-19,1008,2004,South,4,1429.97,0.0
6672,2023-09-19,1061,2008,West,9,55.97,0.05
5238,2023-09-20,1017,2025,North,9,688.83,0.0
5829,2023-09-20,1048,2008,North,3,137.0,0.0
5918,2023-09-20,1056,2037,South,1,6.03,0.0
6162,2023-09-20,1067,2018,East,4,469.16,0.05
6674,2023-09-20,1077,2021,West,5,451.59,0.15
6054,2023-09-21,1083,2002,South,7,802.68,0.0
6716,2023-09-21,1056,2016,West,2,416.51,0.1
7306,2023-09-21,1082,2038,North,1,9.38,0.1
7416,2023-09-21,1076,2017,West,1,97.06,0.15
5492,2023-09-22,1024,2011,South,3,1101.72,0.0
5543,2023-09-22,1031,2019,South,4,427.94,0.0
5870,2023-09-22,1042,2030,South,7,436.22,0.05
7445,2023-09-22,1068,2013,East,9,750.4,0.1
5432,2023-09-23,1044,2005,East,4,1721.03,0.15
6029,2023-09-23,1009,2029,East,9,378.03,0.1
6460,2023-09-23,1023,2008,South,7,65.18,0.1
6675,2023-09-23,1043,2008,South,4,137.47,0.0
5237,2023-09-24,1042,2035,North,4,36.6,0.05
5386,2023-09-24,1036,2031,South,9,8.05,0.0
5420,2023-09-24,1085,2002,East,1,1046.59,0.0
5605,2023-09-24,1005,2040,East,9,16.06,0.05
5622,2023-09-24,1064,2028,East,6,362.7,0.15
5865,2023-09-24,1017,2041,East,6,2.48,0.0
6677,2023-09-24,1075,2008,West,9,111.2,0.0
6706,2023-09-24,1083,2029,South,7,375.16,0.1
6764,2023-09-24,1077,2021,West,8,1169.58,0.0
6852,2023-09-24,1008,2017,West,1,259.14,0.15
7333,2023-09-24,1083,2014,North,2,374.83,0.05
5495,2023-09-25,1026,2015,North,7,361.96,0.0
6112,2023-09-25,1012,2045,North,4,5.98,0.0
6326,2023-09-25,1038,2043,North,6,8.79,0.05
6829,2023-09-25,1022,2016,South,7,139.43,0.05
7456,2023-09-25,1057,2001,East,3,827.16,0.05
5079,2023-09-26,1098,2037,East,8,7.76,0.0
5215,2023-09-26,1022,2023,East,4,1167.07,0.1
5633,2023-09-26,1062,2036,South,9,20.58,0.0
5792,2023-09-26,1075,2017,East,9,179.14,0.15
6051,2023-09-26,1087,2010,West,1,107.35,0.05
6198,2023-09-26,1030,2016,West,1,98.97,0.05
6381,2023-09-26,1094,2028,West,4,585.93,0.15
6691,2023-09-26,1056,2041,East,5,9.04,0.0
5720,2023-09-27,1065,2039,South,2,9.1,0.0
5928,2023-09-27,1022,2032,South,4,15.68,0.0
5933,2023-09-27,1048,2005,South,9,1249.12,0.0
6203,2023-09-27,1058,2004,East,5,1566.48,0.1
7490,2023-09-27,1031,2037,West,2,12.6,0.05
5242,2023-09-28,1051,2025,West,6,332.99,0.0
5757,2023-09-28,1002,2010,East,2,47.65,0.0
7183,2023-09-28,1051,2003,North,2,1072.05,0.1
7328,2023-09-28,1007,2014,North,2,631.42,0.0
7406,2023-09-28,1074,2005,North,7,956.76,0.0
7408,2023-09-28,1074,2023,North,1,649.05,0.05
5133,2023-09-29,1077,2018,South,9,342.21,0.1
5409,2023-09-29,1049,2026,West,4,336.11,0.05
5858,2023-09-29,1020,2018,East,7,380.38,0.0
6168,2023-09-29,1083,2036,South,5,24.08,0.05
6391,2023-09-29,1027,2005,South,8,1961.27,0.05
6428,2023-09-29,1099,2016,South,4,400.4,0.0
6822,2023-09-29,1036,2002,East,6,1253.47,0.0
5243,2023-09-30,1055,2006,East,5,117.08,0.0
5651,2023-09-30,1058,2005,East,1,1883.91,0.1
6502,2023-09-30,1044,2016,North,7,118.03,0.1
6808,2023-09-30,1077,2030,North,6,549.49,0.1
7162,2023-09-30,1047,2043,East,3,14.31,0.1
5106,2023-10-01,1087,2008,West,7,60.71,0.05
5418,2023-10-01,1099,2018,East,1,378.67,0.0
5962,2023-10-01,1016,2017,North,1,151.65,0.05
6247,2023-10-01,1026,2012,West,1,319.3,0.0
6532,2023-10-01,1007,2005,South,9,1697.42,0.0
6701,2023-10-01,1023,2007,North,2,96.36,0.0
6757,2023-10-01,1065,2008,South,2,145.29,0.1
7159,2023-10-01,1006,2017,East,9,122.59,0.1
7298,2023-10-01,1052,2007,West,7,109.7,0.0
5078,2023-10-02,1016,2008,North,4,56.39,0.0
5780,2023-10-02,1010,2013,West,4,1172.48,0.05
6464,2023-10-02,1054,2002,South,2,910.55,0.0
6522,2023-10-02,1024,2038,East,3,21.91,0.0
6552,2023-10-02,1059,2023,West,8,1180.13,0.0
6653,2023-10-02,1050,2044,East,3,2.9,0.0
6862,2023-10-02,1019,2015,East,8,983.55,0.0
7057,2023-10-02,1019,2026,East,6,107.78,0.0
7250,2023-10-02,1030,2037,East,1,23.36,0.0
5122,2023-10-03,1031,2016,North,5,477.43,0.15
5892,2023-10-03,1032,2030,West,3,201.73,0.0
6034,2023-10-03,1078,2019,West,9,371.94,0.15
6679,2023-10-03,1059,2043,West,8,5.19,0.1
5376,2023-10-04,1071,2021,South,4,301.26,0.15
5700,2023-10-04,1098,2022,East,9,317.51,0.15
5730,2023-10-04,1058,2005,North,6,1648.56,0.15
6892,2023-10-04,1030,2014,South,8,1005.96,0.0
7128,2023-10-04,1098,2009,North,1,128.26,0.0
6092,2023-10-05,1014,2002,North,1,1926.32,0.1
7082,2023-10-05,1013,2027,West,7,344.14,0.05
7151,2023-10-05,1095,2036,West,1,23.77,0.0
7266,2023-10-05,1045,2033,West,1,24.85,0.0
5176,2023-10-06,1068,2005,South,2,1299.88,0.05
5459,2023-10-06,1054,2037,East,9,24.05,0.0
5548,2023-10-06,1010,2016,West,3,434.29,0.0
5557,2023-10-06,1024,2039,North,9,15.3,0.1
5747,2023-10-06,1022,2011,East,3,762.48,0.1
5940,2023-10-06,1018,2003,East,5,1100.03,0.0
6979,2023-10-06,1006,2019,South,2,195.99,0.0
5201,2023-10-07,1081,2032,North,7,31.84,0.05
5341,2023-10-07,1094,2042,West,8,8.03,0.15
5694,2023-10-07,1074,2003,West,7,1773.83,0.0
5939,2023-10-07,1005,2036,North,4,20.29,0.0
6613,2023-10-07,1052,2003,North,7,1205.79,0.0
7021,2023-10-07,1074,2026,East,3,486.2,0.1
5374,2023-10-08,1010,2001,North,3,889.04,0.1
5580,2023-10-08,1007,2014,East,6,433.21,0.0
5587,2023-10-08,1034,2017,East,4,390.81,0.0
5801,2023-10-08,1094,2042,South,9,11.08,0.0
6642,2023-10-08,1048,2037,South,6,19.27,0.0
6683,2023-10-08,1014,2003,North,1,1712.15,0.0
6952,2023-10-08,1007,2006,West,6,33.19,0.0
7376,2023-10-08,1027,2010,East,9,83.02,0.15
7394,2023-10-08,1022,2008,North,2,115.37,0.15
7460,2023-10-08,1037,2034,North,2,24.59,0.1
5018,2023-10-09,1061,2011,North,9,1180.19,0.1
5077,2023-10-09,1055,2012,East,6,575.59,0.0
5303,2023-10-09,1064,2005,West,8,1146.4,0.05
5504,2023-10-09,1044,2037,East,3,12.83,0.0
5568,2023-10-09,1024,2039,North,7,18.46,0.1
6770,2023-10-09,1098,2005,South,2,1054.77,0.0
6857,2023-10-09,1086,2015,North,4,1186.63,0.0
7068,2023-10-09,1097,2036,South,1,15.97,0.1
7175,2023-10-09,1094,2023,North,3,1119.75,0.15
7233,2023-10-09,1070,2003,North,4,1275.86,0.0
7285,2023-10-09,1031,2031,West,3,16.43,0.0
5038,2023-10-10,1075,2021,West,3,311.87,0.05
5097,2023-10-10,1002,2036,South,4,24.41,0.1
5134,2023-10-10,1099,2014,East,2,389.26,0.1
5658,2023-10-10,1055,2009,South,7,135.63,0.05
6071,2023-10-10,1088,2019,East,5,232.7,0.0
6253,2023-10-10,1047,2028,South,4,548.82,0.0
7232,2023-10-10,1047,2021,South,4,1122.7,0.15
5845,2023-10-11,1041,2044,South,1,5.01,0.05
5926,2023-10-11,1044,2002,East,4,1140.92,0.1
6153,2023-10-11,1034,2007,East,7,83.07,0.1
6281,2023-10-11,1034,2037,North,8,22.8,0.0
7008,2023-10-11,1089,2014,South,4,1109.63,0.0
7326,2023-10-11,1042,2040,East,6,19.09,0.05
7494,2023-10-11,1074,2035,East,5,18.02,0.0
5456,2023-10-12,1036,2007,North,9,144.93,0.0
5740,2023-10-12,1023,2009,South,7,26.94,0.05
6176,2023-10-12,1011,2004,South,5,1667.9,0.0
6265,2023-10-12,1082,2036,South,8,12.68,0.0
6365,2023-10-12,1088,2002,North,7,1829.31,0.0
7076,2023-10-12,1072,2020,East,1,272.83,0.05
7158,2023-10-12,1084,2002,East,3,1743.0,0.15
7309,2023-10-12,1074,2008,West,4,85.21,0.0
5564,2023-10-13,1047,2009,East,2,140.33,0.0
5771,2023-10-13,1023,2034,North,7,16.01,0.0
6925,2023-10-13,1043,2015,West,6,1070.81,0.0
6965,2023-10-13,1003,2045,North,5,3.35,0.0
7334,2023-10-13,1023,2044,East,9,14.17,0.0
7384,2023-10-13,1094,2042,North,9,11.76,0.15
5253,2023-10-14,1086,2021,East,4,1073.62,0.1
5510,2023-10-14,1093,2025,East,2,215.37,0.15
5872,2023-10-14,1076,2009,East,2,44.0,0.0
6113,2023-10-14,1096,2027,North,1,300.2,0.0
7198,2023-10-14,1030,2019,East,4,195.83,0.0
5301,2023-10-15,1050,2011,North,1,1078.97,0.0
5401,2023-10-15,1048,2025,West,9,302.31,0.15
5820,2023-10-15,1091,2011,South,8,1195.68,0.0
6316,2023-10-15,1053,2020,North,5,277.99,0.0
6530,2023-10-15,1042,2014,East,2,691.62,0.05
6795,2023-10-15,1056,2008,East,4,78.64,0.05
6855,2023-10-15,1055,2015,West,2,465.06,0.0
7074,2023-10-15,1048,2030,East,8,234.43,0.0
7091,2023-10-15,1045,2010,North,6,139.77,0.0
7302,2023-10-15,1003,2023,South,8,262.93,0.05
5213,2023-10-16,1091,2023,East,9,793.72,0.1
5283,2023-10-16,1015,2027,South,5,262.94,0.1
5340,2023-10-16,1038,2043,South,9,6.25,0.0
5362,2023-10-16,1073,2003,South,1,1896.78,0.1
5895,2023-10-16,1069,2042,North,9,9.61,0.0
6528,2023-10-16,1068,2045,East,9,3.28,0.0
6549,2023-10-16,1001,2036,North,2,6.16,0.05
6634,2023-10-16,1006,2002,West,8,1081.78,0.1
6989,2023-10-16,1092,2033,East,9,25.49,0.1
7212,2023-10-16,1037,2001,South,8,1729.51,0.1
5126,2023-10-17,1017,2025,North,1,1171.09,0.1
5265,2023-10-17,1059,2013,West,7,540.59,0.0
5785,2023-10-17,1056,2024,West,9,467.94,0.1
6274,2023-10-17,1029,2032,West,2,18.34,0.15
6666,2023-10-17,1010,2027,West,2,530.59,0.0
7075,2023-10-17,1073,2040,East,9,7.45,0.0
7106,2023-10-17,1027,2005,South,2,1202.68,0.0
7216,2023-10-17,1035,2002,South,1,1364.31,0.05
7286,2023-10-17,1085,2045,East,7,10.96,0.1
5268,2023-10-18,1089,2036,West,1,22.69,0.0
5527,2023-10-18,1072,2010,South,6,87.09,0.1
5726,2023-10-18,1039,2020,South,9,359.66,0.1
5946,2023-10-18,1043,2016,North,1,318.38,0.15
6212,2023-10-18,1039,2008,South,9,33.32,0.0
6237,2023-10-18,1053,2022,South,3,233.24,0.1
6409,2023-10-18,1034,2018,South,8,223.83,0.0
6623,2023-10-18,1030,2040,East,6,20.99,0.0
6726,2023-10-18,1054,2016,West,9,372.9,0.0
6898,2023-10-18,1042,2011,East,3,770.55,0.0
7173,2023-10-18,1058,2043,West,5,12.1,0.0
7280,2023-10-18,1066,2015,South,2,495.26,0.0
5030,2023-10-19,1016,2032,North,2,7.4,0.05
5953,2023-10-19,1043,2002,South,7,1334.88,0.05
6088,2023-10-19,1025,2026,West,8,347.98,0.0
6239,2023-10-19,1010,2025,East,2,1053.42,0.0
6416,2023-10-19,1059,2003,South,2,1530.37,0.05
6611,2023-10-19,1097,2024,South,1,378.0,0.05
5102,2023-10-20,1031,2009,West,6,76.47,0.1
5397,2023-10-20,1021,2018,South,2,394.56,0.0
5574,2023-10-20,1012,2002,West,4,1117.99,0.0
5778,2023-10-20,1049,2039,West,8,8.87,0.05
5935,2023-10-20,1049,2009,South,7,131.53,0.0
6394,2023-10-20,1015,2035,North,2,38.21,0.0
7127,2023-10-20,1005,2032,East,2,15.77,0.0
7303,2023-10-20,1080,2009,South,8,56.44,0.0
7405,2023-10-20,1015,2009,West,9,125.82,0.15
5368,2023-10-21,1090,2029,East,5,253.41,0.0
5665,2023-10-21,1022,2010,South,5,116.17,0.0
5732,2023-10-21,1038,2010,South,6,146.71,0.05
5878,2023-10-21,1062,2006,North,6,31.51,0.0
7168,2023-10-21,1002,2032,East,6,17.01,0.0
5299,2023-10-22,1018,2001,South,3,1019.65,0.05
6359,2023-10-22,1076,2039,East,1,15.03,0.0
6492,2023-10-22,1013,2029,West,2,121.05,0.05
6781,2023-10-22,1015,2001,North,7,1677.5,0.0
6801,2023-10-22,1030,2037,East,6,20.51,0.0
6906,2023-10-22,1080,2039,East,9,13.89,0.05
7355,2023-10-22,1016,2037,West,7,5.78,0.0
5022,2023-10-23,1074,2032,North,8,14.75,0.0
5091,2023-10-23,1035,2017,East,1,484.0,0.15
5334,2023-10-23,1092,2031,North,7,16.73,0.0
5784,2023-10-23,1024,2025,East,1,380.6,0.05
6151,2023-10-23,1007,2042,East,7,9.22,0.0
6361,2023-10-23,1035,2017,South,9,400.53,0.0
6449,2023-10-23,1046,2038,East,4,14.71,0.1
6776,2023-10-23,1035,2045,East,7,5.1,0.0
7079,2023-10-23,1067,2016,West,6,135.73,0.0
5028,2023-10-24,1008,2030,South,8,430.94,0.0
5444,2023-10-24,1089,2025,West,9,682.93,0.1
5480,2023-10-24,1075,2006,East,1,113.2,0.1
5781,2023-10-24,1012,2003,East,7,1995.47,0.1
5941,2023-10-24,1052,2033,South,6,14.86,0.1
6211,2023-10-24,1042,2028,South,5,560.1,0.0
7012,2023-10-24,1046,2005,West,7,1205.62,0.0
5044,2023-10-25,1023,2015,West,1,598.03,0.0
5155,2023-10-25,1060,2003,East,2,892.08,0.05
6215,2023-10-25,1032,2034,South,3,8.1,0.05
6811,2023-10-25,1084,2035,South,2,38.23,0.05
7347,2023-10-25,1043,2035,South,8,11.56,0.1
6085,2023-10-26,1100,2033,West,9,39.01,0.05
6412,2023-10-26,1028,2037,North,7,16.36,0.0
6656,2023-10-26,1088,2002,North,1,1726.96,0.0
6860,2023-10-26,1033,2005,South,1,1018.13,0.1
7150,2023-10-26,1021,2031,North,7,21.44,0.1
7237,2023-10-26,1097,2028,South,3,455.38,0.05
5347,2023-10-27,1099,2039,North,2,8.98,0.15
5476,2023-10-27,1089,2002,East,8,1181.34,0.0
5741,2023-10-27,1039,2022,East,7,399.26,0.0
5842,2023-10-27,1058,2017,South,8,459.01,0.15
6209,2023-10-27,1056,2027,East,5,576.84,0.0
6330,2023-10-27,1055,2012,South,1,610.46,0.15
5396,2023-10-28,1061,2026,North,8,220.97,0.05
5533,2023-10-28,1047,2003,South,7,1652.52,0.0
5847,2023-10-28,1029,2018,North,8,385.01,0.0
6119,2023-10-28,1062,2020,West,3,122.42,0.0
6368,2023-10-28,1095,2044,East,9,9.76,0.0
7058,2023-10-28,1055,2023,East,7,1074.13,0.1
5306,2023-10-29,1095,2009,North,2,131.81,0.1
5387,2023-10-29,1073,2030,North,7,393.79,0.0
5442,2023-10-29,1087,2028,East,7,153.88,0.0
6314,2023-10-29,1095,2009,North,9,17.72,0.05
5609,2023-10-30,1059,2010,North,7,33.27,0.0
5646,2023-10-30,1052,2043,East,2,9.23,0.1
5647,2023-10-30,1089,2025,South,8,359.02,0.0
5709,2023-10-30,1028,2040,East,2,21.81,0.0
5710,2023-10-30,1029,2021,South,4,930.02,0.0
5844,2023-10-30,1066,2045,South,5,11.5,0.0
6349,2023-10-30,1041,2006,North,2,30.7,0.0
6376,2023-10-30,1091,2045,South,2,11.87,0.0
7115,2023-10-30,1096,2042,South,9,8.03,0.0
7203,2023-10-30,1028,2005,South,2,1920.01,0.05
5345,2023-10-31,1010,2036,West,9,15.78,0.0
